iter	Passed	Remaining
567	2004	1524
568	2007	1520
569	2010	1516
570	2014	1513
571	2017	1509
572	2020	1505
573	2023	1501
574	2026	1497
575	2030	1494
576	2033	1491
577	2036	1487
578	2039	1483
579	2042	1478
580	2046	1475
581	2049	1472
582	2052	1468
583	2055	1464
584	2058	1460
585	2062	1457
586	2065	1453
587	2068	1449
588	2071	1445
589	2074	1441
590	2078	1438
591	2081	1434
592	2084	1430
593	2087	1426
594	2090	1422
595	2094	1419
596	2098	1416
597	2101	1412
598	2104	1408
599	2107	1404
600	2111	1401
601	2114	1397
602	2117	1394
603	2120	1390
604	2123	1386
605	2127	1383
606	2130	1379
607	2133	1375
608	2137	1372
609	2139	1368
610	2143	1364
611	2146	1360
612	2149	1357
613	2152	1353
614	2155	1349
615	2160	1346
616	2163	1342
617	2166	1339
618	2169	1335
619	2172	1331
620	2176	1328
621	2179	1324
622	2182	1320
623	2185	1316
624	2188	1312
625	2192	1309
626	2195	1306
627	2198	1302
628	2201	1298
629	2204	1294
630	2208	1291
631	2211	1287
632	2214	1283
633	2216	1279
634	2219	1275
635	2224	1273
636	2227	1269
637	2230	1265
638	2233	1261
639	2236	1257
640	2240	1254
641	2242	1250
642	2245	1246
643	2248	1243
644	2251	1239
645	2256	1236
646	2259	1232
647	2262	1228
648	2265	1225
649	2268	1221
650	2272	1218
651	2275	1214
652	2278	1210
653	2281	1206
654	2283	1202
655	2287	1199
656	2290	1195
657	2293	1192
658	2296	1188
659	2300	1184
660	2305	1182
661	2308	1178
662	2312	1175
663	2315	1171
664	2320	1168
665	2324	1165
666	2327	1162
667	2331	1158
668	2335	1155
669	2339	1152
670	2343	1148
671	2346	1145
672	2349	1141
673	2354	1138
674	2358	1135
675	2361	1132
676	2365	1128
677	2369	1125
678	2373	1122
679	2376	1118
680	2379	1114
681	2383	1111
682	2388	1108
683	2391	1104
684	2394	1101
685	2397	1097
686	2402	1094
687	2405	1090
688	2408	1087
689	2411	1083
690	2415	1080
691	2419	1077
692	2423	1073
693	2426	1069
694	2429	1066
695	2433	1062
696	2436	1059
697	2439	1055
698	2442	1051
699	2445	1047
700	2449	1044
701	2452	1041
702	2456	1037
703	2459	1034
704	2463	1030
705	2467	1027
706	2470	1023
707	2473	1020
708	2476	1016
709	2480	1013
710	2484	1009
711	2487	1006
712	2490	1002
713	2493	998
714	2498	995
715	2501	992
716	2504	988
717	2508	985
718	2511	981
719	2516	978
720	2518	974
721	2522	971
722	2525	967
723	2530	964
724	2533	961
725	2537	957
726	2540	953
727	2544	950
728	2548	947
729	2551	943
730	2554	940
731	2558	936
732	2562	933
733	2565	929
734	2569	926
735	2573	922
736	2576	919
737	2579	915
738	2583	912
739	2586	908
740	2590	905
741	2595	902
742	2600	899
743	2603	895
744	2606	892
745	2612	889
746	2615	885
747	2618	882
748	2621	878
749	2624	874
750	2628	871
751	2631	867
752	2634	864
753	2637	860
754	2640	856
755	2645	853
756	2648	850
757	2651	846
758	2654	842
759	2658	839
760	2662	836
761	2665	832
762	2668	828
763	2670	825
764	2676	822
765	2679	818
766	2682	814
767	2685	811
768	2689	807
769	2694	804
770	2697	801
771	2699	797
772	2702	793
773	2707	790
774	2710	786
775	2713	783
776	2716	779
777	2719	776
778	2724	772
779	2727	769
780	2730	765
781	2734	762
782	2738	758
783	2741	755
784	2745	752
785	2749	748
786	2752	744
787	2756	741
788	2759	737
789	2762	734
790	2765	730
791	2768	726
792	2771	723
793	2775	719
794	2777	716
795	2780	712
796	2783	709
797	2788	705
798	2791	702
799	2794	698
800	2797	695
801	2801	691
802	2805	688
803	2808	684
804	2811	681
805	2815	677
806	2819	674
807	2823	670
808	2826	667
809	2829	663
810	2832	660
811	2836	656
812	2839	653
813	2842	649
814	2845	645
815	2848	642
816	2852	638
817	2856	635
818	2859	631
819	2862	628
820	2865	624
821	2869	621
822	2872	617
823	2875	614
824	2878	610
825	2881	606
826	2884	603
827	2887	599
828	2891	596
829	2894	592
830	2897	589
831	2900	585
832	2903	582
833	2906	578
834	2909	574
835	2912	571
836	2916	567
837	2919	564
838	2922	560
839	2925	557
840	2928	553
841	2931	550
842	2935	546
843	2937	543
844	2940	539
845	2943	535
846	2947	532
847	2950	528
848	2953	525
849	2956	521
850	2959	518
851	2962	514
852	2965	511
853	2968	507
854	2971	503
855	2974	500
856	2976	496
857	2980	493
858	2983	489
859	2986	486
860	2989	482
861	2992	479
862	2996	475
863	2999	472
864	3002	468
865	3005	465
866	3008	461
867	3013	458
868	3016	454
869	3019	451
870	3022	447
871	3025	444
872	3029	440
873	3033	437
874	3036	433
875	3039	430
876	3042	426
877	3045	423
878	3048	419
879	3051	416
880	3054	412
881	3057	409
882	3061	405
883	3064	402
884	3069	398
885	3072	395
886	3077	392
887	3080	388
888	3083	384
889	3086	381
890	3088	377
891	3092	374
892	3095	370
893	3098	367
894	3100	363
895	3103	360
896	3106	356
897	3110	353
898	3113	349
899	3116	346
900	3118	342
901	3121	339
902	3125	335
903	3128	332
904	3130	328
905	3133	325
906	3136	321
907	3139	318
908	3142	314
909	3145	311
910	3148	307
911	3150	304
912	3153	300
913	3157	297
914	3160	293
915	3163	290
916	3165	286
917	3168	283
918	3171	279
919	3175	276
920	3177	272
921	3180	269
922	3183	265
923	3186	262
924	3189	258
925	3193	255
926	3196	251
927	3198	248
928	3201	244
929	3205	241
930	3208	237
931	3211	234
932	3214	230
933	3216	227
934	3220	223
935	3223	220
936	3226	216
937	3229	213
938	3231	209
939	3234	206
940	3238	203
941	3241	199
942	3244	196
943	3247	192
944	3250	189
945	3254	185
946	3257	182
947	3261	178
948	3264	175
949	3267	171
950	3271	168
951	3275	165
952	3279	161
953	3281	158
954	3286	154
955	3289	151
956	3292	147
957	3294	144
958	3297	140
959	3301	137
960	3304	134
961	3307	130
962	3310	127
963	3313	123
964	3315	120
965	3319	116
966	3322	113
967	3325	109
968	3328	106
969	3330	103
970	3334	99
971	3337	96
972	3340	92
973	3343	89
974	3346	85
975	3350	82
976	3353	78
977	3356	75
978	3359	72
979	3362	68
980	3365	65
981	3368	61
982	3371	58
983	3374	54
984	3376	51
985	3379	47
986	3383	44
987	3385	41
988	3388	37
989	3391	34
990	3394	30
991	3397	27
992	3400	23
993	3403	20
994	3406	17
995	3409	13
996	3412	10
997	3416	6
998	3420	3
999	3426	0
