iter	MultiClass
338	0.03415588316
339	0.03408277176
340	0.03398052228
341	0.03389067478
342	0.03381779383
343	0.0337317067
344	0.03365116829
345	0.03352667719
346	0.03340328318
347	0.03330363343
348	0.03321427965
349	0.03312604874
350	0.03301331431
351	0.03290689598
352	0.0328203133
353	0.0327281604
354	0.03266297915
355	0.03257020176
356	0.03240059356
357	0.03226745795
358	0.03217815909
359	0.03210703289
360	0.0320319596
361	0.03188837035
362	0.03176136553
363	0.03166207023
364	0.03152975634
365	0.03146182061
366	0.03137611338
367	0.03132171609
368	0.03115525006
369	0.03104006699
370	0.03092357451
371	0.03086173848
372	0.03079058036
373	0.03066723172
374	0.03054906616
375	0.03048548365
376	0.0303669736
377	0.03028923766
378	0.03018968763
379	0.03011986759
380	0.03003677839
381	0.02994976722
382	0.02992103326
383	0.02987970998
384	0.02977679972
385	0.02964047147
386	0.02951809597
387	0.02945889151
388	0.02934736949
389	0.02927012049
390	0.02918763879
391	0.0290982372
392	0.02901291833
393	0.02893570326
394	0.02884909291
395	0.02880073366
396	0.0286262786
397	0.02854068839
398	0.02847548626
399	0.02838293929
400	0.02828731677
401	0.02817916551
402	0.02806528642
403	0.0279993358
404	0.02795322664
405	0.02792632607
406	0.02783079631
407	0.02776700265
408	0.02768782602
409	0.02760855756
410	0.02754099422
411	0.02744270192
412	0.02737620452
413	0.02729273075
414	0.02722315043
415	0.02715352366
416	0.02710986373
417	0.02702185696
418	0.02695459468
419	0.02686489064
420	0.0268167593
421	0.02677474455
422	0.02664081876
423	0.02657205686
424	0.02650731185
425	0.02642486331
426	0.0263356
427	0.02629080997
428	0.02621061136
429	0.02613158089
430	0.02601833774
431	0.02597141039
432	0.02589639865
433	0.025856473
434	0.0258177038
435	0.0257946063
436	0.02573393002
437	0.02567967619
438	0.02564391441
439	0.02553767357
440	0.02542776881
441	0.02533410567
442	0.02525178377
443	0.02519891573
444	0.0251281626
445	0.02508309051
446	0.02504455653
447	0.02496046211
448	0.02488259515
449	0.02477185048
450	0.02473439606
451	0.0246175749
452	0.02455096501
453	0.0244992191
454	0.02445147671
455	0.02437370107
456	0.02431290556
457	0.02425249191
458	0.02418222905
459	0.02411694493
460	0.02407883114
461	0.02404543812
462	0.02401752944
463	0.02394530639
464	0.02391286276
465	0.02388553067
466	0.02384785488
467	0.02378754504
468	0.02372836578
469	0.02366461562
470	0.02363344142
471	0.02360405482
472	0.02353717494
473	0.0235081421
474	0.02345908574
475	0.02338671355
476	0.02331312841
477	0.0232474659
478	0.02318418747
479	0.02311657224
480	0.02308695539
481	0.02302881395
482	0.02296705755
483	0.02288357783
484	0.0227977259
485	0.02276514259
486	0.02270187542
487	0.02263945338
488	0.02259569798
489	0.02257905364
490	0.02251301573
491	0.02246429749
492	0.02243314661
493	0.02236273364
494	0.02230252538
495	0.02225366275
496	0.02217795827
497	0.02211656018
498	0.02207482038
499	0.02204035343
500	0.02199991834
501	0.0219263647
502	0.02187836959
503	0.02180115404
504	0.02176037852
505	0.02171651965
506	0.02167824019
507	0.02165351468
508	0.02158049194
509	0.0215309155
510	0.02148605532
511	0.02143135538
512	0.02139894884
513	0.02135210747
514	0.02131159642
515	0.02124735458
516	0.02117780884
517	0.02115131819
518	0.02106984891
519	0.02101192514
520	0.02097167255
521	0.02092472464
522	0.02086979955
523	0.02083896608
524	0.02080307778
525	0.02074954846
526	0.02064537554
527	0.02060498357
528	0.02055784121
529	0.02053288773
530	0.02050982261
531	0.02046255748
532	0.02040048641
533	0.02036485792
534	0.02033151354
535	0.02030703978
536	0.0202697736
537	0.02025008293
538	0.02021167578
539	0.0201764653
540	0.02011715653
541	0.02010011109
542	0.02006986378
543	0.02003548914
544	0.02000463134
545	0.01996361136
546	0.01991965812
547	0.01988043254
548	0.0198642935
549	0.0198219049
550	0.01979996521
551	0.0197565751
552	0.01970628242
553	0.01968014569
554	0.01964275161
555	0.01961646622
556	0.01956197765
557	0.0195312599
558	0.01946372905
559	0.01938047858
560	0.01933975908
561	0.01928374851
562	0.01924629249
563	0.01920909966
564	0.01917375133
565	0.0191394723
566	0.01910086681
567	0.01908455912
568	0.01904128381
569	0.01898861448
570	0.01891880647
571	0.01885600846
572	0.01882778472
573	0.01878250885
574	0.01874702993
575	0.01870854389
576	0.01867935418
577	0.0186618203
578	0.01861698643
579	0.01857466975
580	0.01854621947
581	0.01851277675
582	0.0184883322
583	0.01845594576
584	0.01843708955
585	0.01840666377
586	0.01836273941
587	0.01833461716
588	0.01831450187
589	0.01829866696
590	0.01827317731
591	0.01823541749
592	0.01821015075
593	0.01816061031
594	0.01810228976
595	0.01803549843
596	0.01800829637
597	0.01796434684
598	0.01793834197
599	0.01792126946
600	0.01790622255
601	0.01789367847
602	0.01786399325
603	0.01784942904
604	0.01780708856
605	0.01775006893
606	0.01772574096
607	0.01770262503
608	0.01767245865
609	0.01761954759
610	0.01756406266
611	0.0175344145
612	0.01752220759
613	0.01750434511
614	0.01746968802
615	0.0174375222
616	0.0174131818
617	0.01737459867
618	0.01733737486
619	0.01730157029
620	0.01727080958
621	0.01723502028
622	0.0171664238
623	0.01711318548
624	0.01707018045
625	0.01703740585
626	0.01700931013
627	0.01697712981
628	0.01693194146
629	0.01689329836
630	0.01686626573
631	0.01683521235
632	0.01681535962
633	0.0167651555
634	0.01673268275
635	0.01671272898
636	0.01668686149
637	0.01666042311
638	0.01661229322
639	0.0165858016
640	0.01652085984
641	0.01650140391
642	0.01646715784
643	0.01644526662
644	0.01640660264
645	0.01638698596
646	0.0163548006
647	0.01631899297
648	0.01628466267
649	0.01624766224
650	0.01623276193
651	0.0162137306
652	0.01619490674
653	0.01617693813
654	0.01614401199
655	0.01611278158
656	0.01608194857
657	0.01605573836
658	0.0160284928
659	0.01599348122
660	0.01596193778
661	0.01592222677
662	0.01589927127
663	0.01586891058
664	0.01583205218
665	0.01580617769
666	0.01577628873
667	0.01572619821
668	0.01568802902
669	0.01563983826
670	0.01560961283
671	0.01554153077
672	0.01551949357
673	0.01550051701
674	0.01548259397
675	0.01545461363
676	0.01542957914
677	0.01539093161
678	0.01537395255
679	0.01535682923
680	0.01533619159
681	0.01531303021
682	0.01529633137
683	0.01526013343
684	0.01523114685
685	0.01521323971
686	0.01519972613
687	0.01518701107
688	0.01515117135
689	0.01510030279
690	0.01507179314
691	0.01505484249
692	0.01504595561
693	0.01500497564
694	0.01497365485
695	0.01495406037
696	0.01493084265
697	0.01492055662
698	0.01490118557
699	0.01488633664
700	0.014839361
701	0.01480736628
702	0.0147863527
703	0.01476351123
704	0.01472882948
705	0.0147073934
706	0.01467377047
707	0.0146529979
708	0.01463030125
709	0.01459804004
710	0.01456485259
711	0.01454926043
712	0.01452870059
713	0.01451518397
714	0.01448042056
715	0.01446278547
716	0.01444587158
717	0.01442725412
718	0.01439039854
719	0.01437222597
720	0.01434657553
721	0.01432123601
722	0.01429858159
723	0.01427648122
724	0.01425715209
725	0.01422348251
726	0.01421240258
727	0.01418809798
728	0.01416956522
729	0.01414006191
730	0.01412594489
731	0.01410950159
732	0.01408226988
733	0.01405509588
734	0.01400835985
735	0.01398889473
736	0.01395946973
737	0.0139511264
738	0.01392718839
739	0.01390571608
740	0.01389931656
741	0.01387707198
742	0.01385381988
743	0.013821939
744	0.01379427576
745	0.01377113159
746	0.01375699312
747	0.0137440173
748	0.01373936441
749	0.01371135955
750	0.01370123888
751	0.01367754229
752	0.01365827817
753	0.01363907165
754	0.01362205544
755	0.013612304
756	0.01359321711
757	0.01358206191
758	0.0135656331
759	0.01354921133
760	0.01352857594
761	0.01349769139
762	0.01348155592
763	0.0134627821
764	0.01344342629
765	0.01341941786
766	0.01339926771
767	0.01336811131
768	0.01335532569
769	0.01334146543
770	0.01332309196
771	0.01330111152
772	0.01328536848
773	0.01325697511
774	0.0132427933
775	0.01322662001
776	0.01320767686
777	0.01318629202
778	0.0131627695
779	0.01314877918
780	0.01312482951
781	0.01310355749
782	0.01307670403
783	0.01304299975
784	0.01301538459
785	0.01300550054
786	0.01299267582
787	0.01297377995
788	0.01296294621
789	0.01295245656
790	0.01293630335
791	0.01291994571
792	0.01290211957
793	0.01287897534
794	0.01285084515
795	0.01283072119
796	0.0128088811
797	0.01278283165
798	0.01276210673
799	0.0127495021
800	0.01273921606
801	0.01271162175
802	0.01268395817
803	0.01264825201
804	0.01263043255
805	0.01260968391
806	0.01258860158
807	0.01256789472
808	0.01254253697
809	0.01252103441
810	0.01250224846
811	0.01249163908
812	0.01246528794
813	0.01244582737
814	0.01242879616
815	0.01240214033
816	0.0123925263
817	0.01237146912
818	0.01235370904
819	0.01232295327
820	0.01230610755
821	0.01226878562
822	0.01225297403
823	0.01224261849
824	0.01222190817
825	0.01220796174
826	0.01218937612
827	0.01216487804
828	0.01213949543
829	0.01212282639
830	0.01210618904
831	0.01208954569
832	0.01206654827
833	0.01205124479
834	0.01203327166
835	0.0120266842
836	0.01201594446
837	0.012002325
838	0.01199382933
839	0.01197277445
840	0.01195352363
841	0.01193537056
842	0.0119074242
843	0.01189146575
844	0.01187037402
845	0.01185092392
846	0.01184585246
847	0.01182911086
848	0.01180473863
849	0.01176588661
850	0.01175376559
851	0.01174744309
852	0.01171956429
853	0.01170506041
854	0.01168929489
855	0.01167439123
856	0.01165891234
857	0.01163620305
858	0.01162009667
859	0.01159632555
860	0.01157661773
861	0.01156111664
862	0.01154072539
863	0.01152720505
864	0.01151700289
865	0.01150467809
866	0.01148466067
867	0.01146505711
868	0.01144489545
869	0.01141654938
870	0.01140149937
871	0.01138071662
872	0.0113724907
873	0.01134706795
874	0.01133129622
875	0.01131783203
876	0.01129827017
877	0.01129123281
878	0.01128056358
879	0.01126239249
880	0.01124683722
881	0.01123098056
882	0.01122589177
883	0.01120843174
884	0.01119958395
885	0.01118144857
886	0.01116899739
887	0.01115693739
888	0.0111511894
889	0.01113678789
890	0.01112559358
891	0.01111000586
892	0.0110930479
893	0.01107261206
894	0.01105753242
895	0.0110414553
896	0.01099938305
897	0.01098394511
898	0.01097047733
899	0.01094954105
900	0.01093892855
901	0.01093406368
902	0.01092207724
903	0.01090946802
904	0.01089670362
905	0.01088084048
906	0.01086586692
907	0.01085000034
908	0.0108216614
909	0.01081316057
910	0.01079982015
911	0.01078751181
912	0.01077787456
913	0.010765822
914	0.01075489657
915	0.01074791515
916	0.01073837606
917	0.01072763227
918	0.01071385761
919	0.01069070531
920	0.01067215353
921	0.01066217654
922	0.01064497265
923	0.010628664
924	0.01060611492
925	0.01059073767
926	0.01056723541
927	0.01054758273
928	0.01054176525
929	0.01052829485
930	0.01051361595
931	0.0104888907
932	0.01046565916
933	0.01045139799
934	0.01043987084
935	0.01043022103
936	0.01041527199
937	0.01040104905
938	0.01038467707
939	0.01037103988
940	0.0103513828
941	0.01033985632
942	0.01032699334
943	0.01031467779
944	0.01030620212
945	0.01029593147
946	0.01028094484
947	0.01026633639
948	0.01025865566
949	0.01025235079
950	0.01023757884
951	0.01022577346
952	0.01021289322
953	0.0101935647
954	0.01018459229
955	0.01016502387
956	0.01016016636
957	0.01014293161
958	0.01013605926
959	0.01012288587
960	0.01011072032
961	0.01009420698
962	0.01008556559
963	0.01007311002
964	0.01006540928
965	0.01005641277
966	0.01004471735
967	0.01003729149
968	0.01002356858
969	0.01000485439
970	0.009996857435
971	0.009985785762
972	0.009977158832
973	0.009963997122
974	0.009956566467
975	0.009948234338
976	0.009938441066
977	0.009920296188
978	0.009906547926
979	0.009899309333
980	0.009890902375
981	0.009883537541
982	0.009868154852
983	0.009859044048
984	0.009848613231
985	0.009838387017
986	0.009828544584
987	0.009813679933
988	0.009798235559
989	0.009784195459
990	0.009769409395
991	0.009761777462
992	0.009751821203
993	0.009742878539
994	0.00972970542
995	0.009721664475
996	0.00971185421
997	0.009697178743
998	0.009682727854
999	0.009665889034
