iter	Passed	Remaining
448	3666	4499
449	3674	4491
450	3682	4482
451	3689	4472
452	3695	4462
453	3705	4455
454	3712	4446
455	3720	4438
456	3726	4427
457	3734	4419
458	3743	4412
459	3749	4401
460	3757	4393
461	3763	4382
462	3772	4375
463	3781	4368
464	3789	4360
465	3796	4350
466	3803	4341
467	3812	4333
468	3820	4325
469	3826	4315
470	3837	4309
471	3845	4302
472	3854	4294
473	3863	4286
474	3871	4279
475	3881	4273
476	3888	4263
477	3896	4255
478	3906	4248
479	3916	4242
480	3925	4235
481	3936	4230
482	3948	4226
483	3960	4222
484	3971	4216
485	3980	4209
486	3989	4202
487	4000	4197
488	4010	4191
489	4017	4181
490	4030	4178
491	4038	4169
492	4046	4161
493	4054	4152
494	4062	4144
495	4068	4134
496	4076	4125
497	4084	4117
498	4092	4109
499	4100	4100
500	4108	4092
501	4116	4083
502	4123	4073
503	4128	4063
504	4135	4053
505	4144	4046
506	4151	4037
507	4158	4027
508	4164	4016
509	4170	4007
510	4178	3998
511	4184	3988
512	4194	3981
513	4201	3972
514	4207	3962
515	4216	3954
516	4225	3947
517	4234	3939
518	4243	3932
519	4251	3924
520	4259	3915
521	4267	3907
522	4275	3899
523	4282	3890
524	4289	3881
525	4297	3872
526	4306	3864
527	4314	3856
528	4322	3848
529	4331	3841
530	4339	3832
531	4347	3824
532	4355	3816
533	4364	3808
534	4371	3799
535	4378	3790
536	4388	3783
537	4399	3777
538	4408	3770
539	4417	3762
540	4425	3754
541	4433	3746
542	4441	3738
543	4454	3733
544	4465	3728
545	4474	3720
546	4484	3713
547	4492	3705
548	4498	3695
549	4507	3687
550	4516	3680
551	4524	3672
552	4532	3663
553	4540	3655
554	4547	3646
555	4554	3637
556	4564	3630
557	4573	3623
558	4580	3613
559	4590	3607
560	4602	3601
561	4610	3593
562	4620	3586
563	4628	3578
564	4640	3572
565	4650	3565
566	4658	3557
567	4666	3549
568	4674	3540
569	4679	3530
570	4687	3522
571	4695	3513
572	4705	3506
573	4714	3498
574	4723	3491
575	4732	3483
576	4741	3475
577	4747	3466
578	4754	3457
579	4763	3449
580	4770	3440
581	4779	3432
582	4786	3423
583	4794	3415
584	4801	3405
585	4809	3397
586	4815	3387
587	4824	3380
588	4833	3372
589	4842	3364
590	4848	3355
591	4853	3345
592	4862	3337
593	4876	3332
594	4884	3324
595	4893	3317
596	4904	3310
597	4912	3302
598	4922	3295
599	4930	3286
600	4938	3278
601	4947	3270
602	4953	3261
603	4959	3251
604	4967	3243
605	4974	3234
606	4982	3225
607	4990	3217
608	4996	3207
609	5004	3199
610	5010	3190
611	5020	3182
612	5027	3173
613	5036	3166
614	5047	3159
615	5056	3152
616	5065	3144
617	5074	3136
618	5082	3128
619	5091	3120
620	5099	3112
621	5108	3104
622	5117	3096
623	5128	3089
624	5136	3081
625	5143	3072
626	5150	3064
627	5159	3056
628	5169	3049
629	5178	3041
630	5187	3033
631	5197	3026
632	5205	3017
633	5211	3008
634	5219	2999
635	5226	2991
636	5233	2982
637	5242	2974
638	5249	2965
639	5255	2956
640	5262	2947
641	5268	2937
642	5276	2929
643	5287	2922
644	5294	2913
645	5301	2905
646	5310	2897
647	5317	2888
648	5326	2880
649	5333	2872
650	5341	2863
651	5349	2855
652	5359	2848
653	5368	2840
654	5375	2831
655	5384	2823
656	5391	2814
657	5399	2806
658	5409	2799
659	5418	2791
660	5425	2782
661	5435	2775
662	5442	2766
663	5451	2758
664	5457	2749
665	5465	2740
666	5471	2731
667	5479	2723
668	5487	2714
669	5496	2707
670	5504	2698
671	5511	2690
672	5521	2682
673	5527	2673
674	5537	2666
675	5545	2658
676	5554	2650
677	5562	2641
678	5571	2633
679	5579	2625
680	5588	2617
681	5594	2608
682	5604	2601
683	5613	2593
684	5621	2585
685	5629	2576
686	5640	2569
687	5649	2561
688	5657	2553
689	5665	2545
690	5672	2536
691	5681	2528
692	5691	2521
693	5701	2513
694	5711	2506
695	5719	2498
696	5728	2490
697	5737	2482
698	5748	2475
699	5759	2468
700	5767	2460
701	5775	2451
702	5784	2443
703	5794	2436
704	5801	2427
705	5808	2418
706	5818	2411
707	5828	2403
708	5836	2395
709	5843	2386
710	5853	2379
711	5859	2370
712	5868	2362
713	5878	2354
714	5889	2347
715	5898	2339
716	5906	2331
717	5914	2323
718	5922	2314
719	5930	2306
720	5940	2298
721	5948	2290
722	5956	2281
723	5962	2273
724	5970	2264
725	5977	2256
726	5983	2246
727	5993	2239
728	5999	2230
729	6005	2221
730	6011	2212
731	6018	2203
732	6027	2195
733	6037	2187
734	6044	2179
735	6051	2170
736	6058	2162
737	6066	2153
738	6075	2145
739	6083	2137
740	6090	2128
741	6098	2120
742	6105	2111
743	6112	2103
744	6123	2095
745	6130	2087
746	6136	2078
747	6143	2069
748	6150	2061
749	6160	2053
750	6168	2045
751	6176	2036
752	6185	2028
753	6195	2021
754	6204	2013
755	6211	2004
756	6219	1996
757	6228	1988
758	6234	1979
759	6243	1971
760	6251	1963
761	6261	1955
762	6269	1947
763	6278	1939
764	6287	1931
765	6297	1923
766	6307	1916
767	6314	1907
768	6322	1899
769	6333	1891
770	6342	1883
771	6350	1875
772	6362	1868
773	6373	1860
774	6380	1852
775	6392	1845
776	6399	1836
777	6407	1828
778	6415	1820
779	6424	1812
780	6432	1803
781	6440	1795
782	6448	1787
783	6457	1779
784	6464	1770
785	6473	1762
786	6479	1753
787	6487	1745
788	6494	1736
789	6502	1728
790	6509	1720
791	6518	1711
792	6526	1703
793	6533	1695
794	6543	1687
795	6552	1679
796	6558	1670
797	6566	1662
798	6572	1653
799	6580	1645
800	6586	1636
801	6592	1627
802	6599	1619
803	6606	1610
804	6616	1602
805	6622	1594
806	6630	1585
807	6639	1577
808	6645	1568
809	6651	1560
810	6659	1551
811	6668	1543
812	6674	1535
813	6682	1526
814	6690	1518
815	6698	1510
816	6705	1502
817	6715	1494
818	6722	1485
819	6729	1477
820	6739	1469
821	6748	1461
822	6755	1452
823	6765	1445
824	6776	1437
825	6785	1429
826	6793	1421
827	6800	1412
828	6806	1404
829	6816	1396
830	6825	1388
831	6835	1380
832	6844	1372
833	6853	1364
834	6862	1356
835	6871	1348
836	6883	1340
837	6891	1332
838	6900	1324
839	6910	1316
840	6919	1308
841	6927	1299
842	6935	1291
843	6945	1283
844	6954	1275
845	6962	1267
846	6970	1259
847	6984	1251
848	6992	1243
849	7001	1235
850	7009	1227
851	7017	1218
852	7025	1210
853	7033	1202
854	7041	1194
855	7047	1185
856	7056	1177
857	7062	1168
858	7069	1160
859	7076	1152
860	7087	1144
861	7095	1136
862	7101	1127
863	7107	1118
864	7116	1110
865	7122	1102
866	7129	1093
867	7137	1085
868	7144	1077
869	7152	1068
870	7161	1060
871	7171	1052
872	7179	1044
873	7187	1036
874	7194	1027
875	7201	1019
876	7210	1011
877	7219	1003
878	7226	994
879	7233	986
880	7240	978
881	7250	970
882	7257	961
883	7266	953
884	7273	945
885	7282	937
886	7291	928
887	7299	920
888	7308	912
889	7318	904
890	7324	895
891	7333	887
892	7345	880
893	7357	872
894	7370	864
895	7385	857
896	7403	850
897	7415	842
898	7425	834
899	7434	826
900	7445	818
901	7455	810
902	7464	801
903	7474	793
904	7486	785
905	7496	777
906	7505	769
907	7515	761
908	7524	753
909	7532	744
910	7541	736
911	7551	728
912	7560	720
913	7568	712
914	7576	703
915	7584	695
916	7591	687
917	7601	678
918	7609	670
919	7618	662
920	7626	654
921	7633	645
922	7642	637
923	7649	629
924	7658	620
925	7665	612
926	7674	604
927	7682	596
928	7690	587
929	7697	579
930	7704	570
931	7710	562
932	7718	554
933	7727	546
934	7736	537
935	7744	529
936	7752	521
937	7763	513
938	7773	504
939	7782	496
940	7791	488
941	7800	480
942	7810	472
943	7819	463
944	7828	455
945	7838	447
946	7847	439
947	7856	430
948	7867	422
949	7874	414
950	7885	406
951	7894	398
952	7902	389
953	7911	381
954	7919	373
955	7928	364
956	7935	356
957	7944	348
958	7952	339
959	7960	331
960	7970	323
961	7978	315
962	7986	306
963	7995	298
964	8005	290
965	8016	282
966	8029	274
967	8037	265
968	8046	257
969	8056	249
970	8063	240
971	8073	232
972	8083	224
973	8093	216
974	8100	207
975	8110	199
976	8122	191
977	8132	182
978	8140	174
979	8151	166
980	8158	158
981	8170	149
982	8176	141
983	8184	133
984	8193	124
985	8205	116
986	8213	108
987	8219	99
988	8227	91
989	8236	83
990	8244	74
991	8252	66
992	8262	58
993	8272	49
994	8282	41
995	8291	33
996	8301	24
997	8310	16
998	8318	8
999	8327	0
